"","x"
"15300","MA_7200g0010"
"15301","MA_7210854g0010"
"15302","MA_7216485g0010"
"15303","MA_7217803g0010"
"15304","MA_72251g0010"
"15305","MA_72306g0010"
"15306","MA_7233g0010"
"15307","MA_7243g0030"
"15308","MA_7245g0010"
"15309","MA_72515g0010"
"15310","MA_725659g0010"
"15311","MA_7256709g0010"
"15312","MA_72759g0020"
"15313","MA_72760g0010"
"15314","MA_72769g0010"
"15315","MA_72943g0020"
"15316","MA_7323667g0010"
"15317","MA_732668g0010"
"15318","MA_73410g0010"
"15319","MA_734459g0010"
"15320","MA_73622g0010"
"15321","MA_73657g0010"
"15322","MA_7365g0010"
"15323","MA_7369810g0010"
"15324","MA_7392805g0010"
"15325","MA_741636g0010"
"15326","MA_741636g0020"
"15327","MA_74177g0010"
"15328","MA_7422687g0010"
"15329","MA_74233g0010"
"15330","MA_7423451g0010"
"15331","MA_74237g0010"
"15332","MA_743530g0010"
"15333","MA_74391g0010"
"15334","MA_74545g0010"
"15335","MA_74612g0010"
"15336","MA_746475g0010"
"15337","MA_74668g0010"
"15338","MA_7466g0010"
"15339","MA_7478g0010"
"15340","MA_748489g0010"
"15341","MA_748721g0010"
"15342","MA_748776g0010"
"15343","MA_7491997g0010"
"15344","MA_74956g0010"
"15345","MA_74973g0010"
"15346","MA_74986g0010"
"15347","MA_7500576g0010"
"15348","MA_75216g0010"
"15349","MA_75242g0010"
"15350","MA_7544918g0010"
"15351","MA_7550g0010"
"15352","MA_75537g0010"
"15353","MA_75626g0010"
"15354","MA_75641g0010"
"15355","MA_7571760g0010"
"15356","MA_7589091g0010"
"15357","MA_75892g0010"
"15358","MA_759134g0010"
"15359","MA_759345g0010"
"15360","MA_7597689g0010"
"15361","MA_7617132g0010"
"15362","MA_76229g0010"
"15363","MA_76252g0020"
"15364","MA_76643g0010"
"15365","MA_76686g0010"
"15366","MA_76741g0010"
"15367","MA_76762g0010"
"15368","MA_770004g0010"
"15369","MA_77075g0010"
"15370","MA_7708687g0010"
"15371","MA_7721101g0010"
"15372","MA_77321g0010"
"15373","MA_77400g0010"
"15374","MA_77626g0010"
"15375","MA_77639g0010"
"15376","MA_7765271g0010"
"15377","MA_77700g0010"
"15378","MA_7783390g0010"
"15379","MA_7794146g0010"
"15380","MA_7802767g0010"
"15381","MA_78163g0020"
"15382","MA_78196g0010"
"15383","MA_7821171g0010"
"15384","MA_782432g0010"
"15385","MA_7841660g0010"
"15386","MA_7850772g0010"
"15387","MA_785826g0010"
"15388","MA_78644g0010"
"15389","MA_7874114g0010"
"15390","MA_78766g0010"
"15391","MA_78825g0010"
"15392","MA_7887662g0010"
"15393","MA_788969g0010"
"15394","MA_78897g0010"
"15395","MA_789584g0010"
"15396","MA_7907g0020"
"15397","MA_7910g0010"
"15398","MA_791664g0010"
"15399","MA_791871g0010"
"15400","MA_79202g0010"
"15401","MA_792979g0010"
"15402","MA_793801g0010"
"15403","MA_794698g0010"
"15404","MA_79492g0010"
"15405","MA_795128g0010"
"15406","MA_79559g0010"
"15407","MA_79669g0010"
"15408","MA_79692g0010"
"15409","MA_797592g0010"
"15410","MA_79766g0010"
"15411","MA_800843g0010"
"15412","MA_80084g0010"
"15413","MA_801328g0010"
"15414","MA_801600g0010"
"15415","MA_80165g0010"
"15416","MA_802289g0010"
"15417","MA_8027600g0010"
"15418","MA_803550g0010"
"15419","MA_8039717g0010"
"15420","MA_80408g0010"
"15421","MA_804676g0010"
"15422","MA_80631g0010"
"15423","MA_8066163g0010"
"15424","MA_80729g0030"
"15425","MA_80748g0010"
"15426","MA_8082637g0010"
"15427","MA_80926g0010"
"15428","MA_809393g0010"
"15429","MA_81028g0010"
"15430","MA_81058g0010"
"15431","MA_811036g0010"
"15432","MA_81231g0010"
"15433","MA_81325g0020"
"15434","MA_8140088g0010"
"15435","MA_8150579g0010"
"15436","MA_81514g0010"
"15437","MA_81710g0010"
"15438","MA_8172283g0010"
"15439","MA_81731g0010"
"15440","MA_817792g0010"
"15441","MA_81787g0010"
"15442","MA_81874g0010"
"15443","MA_819028g0010"
"15444","MA_8192912g0010"
"15445","MA_81952g0010"
"15446","MA_8197973g0010"
"15447","MA_81979g0010"
"15448","MA_8215665g0010"
"15449","MA_8216203g0010"
"15450","MA_8220059g0010"
"15451","MA_822231g0010"
"15452","MA_82238g0030"
"15453","MA_8230140g0010"
"15454","MA_8238167g0010"
"15455","MA_8247894g0010"
"15456","MA_82562g0010"
"15457","MA_82595g0010"
"15458","MA_8266620g0010"
"15459","MA_82692g0010"
"15460","MA_8277352g0010"
"15461","MA_82785g0010"
"15462","MA_82814g0010"
"15463","MA_8285g0010"
"15464","MA_82991g0010"
"15465","MA_8306963g0010"
"15466","MA_83071g0010"
"15467","MA_83109g0010"
"15468","MA_83118g0010"
"15469","MA_8315329g0010"
"15470","MA_83291g0010"
"15471","MA_8333666g0010"
"15472","MA_8334627g0010"
"15473","MA_8342g0010"
"15474","MA_8343g0010"
"15475","MA_83588g0010"
"15476","MA_83720g0010"
"15477","MA_83753g0010"
"15478","MA_8380g0020"
"15479","MA_8381336g0010"
"15480","MA_83892g0010"
"15481","MA_8403012g0010"
"15482","MA_84030g0010"
"15483","MA_8415532g0010"
"15484","MA_84207g0010"
"15485","MA_8425000g0010"
"15486","MA_8428545g0010"
"15487","MA_84286g0010"
"15488","MA_8435472g0010"
"15489","MA_8436036g0010"
"15490","MA_84751g0010"
"15491","MA_84836g0010"
"15492","MA_848458g0010"
"15493","MA_848774g0010"
"15494","MA_84938g0010"
"15495","MA_8527195g0010"
"15496","MA_8528764g0010"
"15497","MA_8531800g0010"
"15498","MA_8532g0020"
"15499","MA_8533126g0010"
"15500","MA_85350g0010"
"15501","MA_8541320g0010"
"15502","MA_8547237g0010"
"15503","MA_85574g0010"
"15504","MA_85596g0010"
"15505","MA_8566328g0010"
"15506","MA_8570337g0010"
"15507","MA_8575593g0010"
"15508","MA_85817g0010"
"15509","MA_8601409g0010"
"15510","MA_86122g0010"
"15511","MA_8625975g0010"
"15512","MA_86300g0010"
"15513","MA_86321g0010"
"15514","MA_86372g0020"
"15515","MA_8640242g0010"
"15516","MA_8643639g0010"
"15517","MA_86494g0010"
"15518","MA_8652316g0010"
"15519","MA_86562g0010"
"15520","MA_8661298g0010"
"15521","MA_86639g0010"
"15522","MA_8672485g0010"
"15523","MA_86739g0010"
"15524","MA_867871g0010"
"15525","MA_8680347g0010"
"15526","MA_8682761g0010"
"15527","MA_8682g0010"
"15528","MA_86938g0010"
"15529","MA_87036g0020"
"15530","MA_871602g0010"
"15531","MA_87184g0010"
"15532","MA_8723931g0010"
"15533","MA_87248g0010"
"15534","MA_8726g0030"
"15535","MA_87474g0010"
"15536","MA_8758266g0010"
"15537","MA_8764g0010"
"15538","MA_8765665g0010"
"15539","MA_87785g0010"
"15540","MA_87798g0010"
"15541","MA_878g0010"
"15542","MA_8793793g0010"
"15543","MA_879g0010"
"15544","MA_881383g0010"
"15545","MA_8821565g0010"
"15546","MA_8824317g0010"
"15547","MA_88334g0010"
"15548","MA_88337g0010"
"15549","MA_8836240g0010"
"15550","MA_8840073g0010"
"15551","MA_8841793g0010"
"15552","MA_884894g0010"
"15553","MA_8849g0010"
"15554","MA_88551g0010"
"15555","MA_8861171g0010"
"15556","MA_8861g0010"
"15557","MA_8864122g0010"
"15558","MA_8865g0010"
"15559","MA_88828g0010"
"15560","MA_8889417g0010"
"15561","MA_88973g0020"
"15562","MA_88982g0010"
"15563","MA_8902024g0010"
"15564","MA_89214g0010"
"15565","MA_8936g0010"
"15566","MA_89422g0010"
"15567","MA_894565g0010"
"15568","MA_89473g0010"
"15569","MA_8955g0010"
"15570","MA_895626g0010"
"15571","MA_89588g0010"
"15572","MA_896002g0010"
"15573","MA_897311g0010"
"15574","MA_8977931g0010"
"15575","MA_8979g0010"
"15576","MA_8982287g0010"
"15577","MA_898710g0010"
"15578","MA_8992423g0010"
"15579","MA_8992661g0010"
"15580","MA_899858g0010"
"15581","MA_90049g0010"
"15582","MA_9009309g0010"
"15583","MA_9010869g0010"
"15584","MA_901134g0010"
"15585","MA_90121g0010"
"15586","MA_903039g0010"
"15587","MA_904197g0010"
"15588","MA_904643g0010"
"15589","MA_905146g0010"
"15590","MA_9061214g0010"
"15591","MA_906551g0010"
"15592","MA_9071020g0010"
"15593","MA_908374g0010"
"15594","MA_9085257g0010"
"15595","MA_9089g0010"
"15596","MA_908g0010"
"15597","MA_9091390g0010"
"15598","MA_91001g0010"
"15599","MA_9100548g0010"
"15600","MA_9116286g0010"
"15601","MA_9119217g0010"
"15602","MA_9119726g0010"
"15603","MA_9122587g0010"
"15604","MA_91228g0010"
"15605","MA_9128005g0010"
"15606","MA_912944g0010"
"15607","MA_913862g0010"
"15608","MA_9139291g0010"
"15609","MA_91467g0010"
"15610","MA_915221g0010"
"15611","MA_9152660g0010"
"15612","MA_91598g0010"
"15613","MA_916376g0010"
"15614","MA_91792g0010"
"15615","MA_917988g0010"
"15616","MA_9184g0010"
"15617","MA_9186599g0010"
"15618","MA_9195168g0010"
"15619","MA_920165g0010"
"15620","MA_921021g0010"
"15621","MA_9211546g0010"
"15622","MA_9215955g0010"
"15623","MA_921926g0010"
"15624","MA_92230g0010"
"15625","MA_92262g0010"
"15626","MA_922767g0010"
"15627","MA_92393g0010"
"15628","MA_9252442g0010"
"15629","MA_9257937g0010"
"15630","MA_9260348g0010"
"15631","MA_92623g0010"
"15632","MA_92747g0010"
"15633","MA_9275657g0010"
"15634","MA_92840g0010"
"15635","MA_92892g0010"
"15636","MA_929026g0010"
"15637","MA_9293g0010"
"15638","MA_929730g0010"
"15639","MA_93032g0010"
"15640","MA_93072g0010"
"15641","MA_93151g0010"
"15642","MA_932090g0010"
"15643","MA_93259g0010"
"15644","MA_9328680g0010"
"15645","MA_933286g0010"
"15646","MA_9347801g0010"
"15647","MA_9350491g0010"
"15648","MA_93555g0010"
"15649","MA_935836g0010"
"15650","MA_9362904g0010"
"15651","MA_9366590g0010"
"15652","MA_93690g0010"
"15653","MA_937653g0010"
"15654","MA_937923g0010"
"15655","MA_938274g0010"
"15656","MA_93867g0010"
"15657","MA_93874g0010"
"15658","MA_93898g0010"
"15659","MA_940417g0010"
"15660","MA_94042g0010"
"15661","MA_94051g0010"
"15662","MA_940843g0010"
"15663","MA_9421410g0010"
"15664","MA_9424008g0010"
"15665","MA_94255g0010"
"15666","MA_943683g0010"
"15667","MA_944549g0010"
"15668","MA_944861g0010"
"15669","MA_9455802g0010"
"15670","MA_9457156g0010"
"15671","MA_94664g0010"
"15672","MA_946756g0010"
"15673","MA_9467g0010"
"15674","MA_946997g0010"
"15675","MA_947581g0010"
"15676","MA_9476635g0010"
"15677","MA_9476g0020"
"15678","MA_9478009g0010"
"15679","MA_948595g0010"
"15680","MA_948664g0010"
"15681","MA_949198g0010"
"15682","MA_949265g0010"
"15683","MA_949599g0010"
"15684","MA_949779g0010"
"15685","MA_9500907g0010"
"15686","MA_9510481g0010"
"15687","MA_95157g0010"
"15688","MA_95161g0020"
"15689","MA_9525744g0010"
"15690","MA_952942g0010"
"15691","MA_954050g0010"
"15692","MA_954052g0010"
"15693","MA_954448g0010"
"15694","MA_9544g0010"
"15695","MA_9546490g0010"
"15696","MA_95523g0010"
"15697","MA_9553g0010"
"15698","MA_95562g0010"
"15699","MA_9558102g0010"
"15700","MA_956078g0010"
"15701","MA_956097g0010"
"15702","MA_9563494g0010"
"15703","MA_95635g0010"
"15704","MA_957505g0010"
"15705","MA_95753g0010"
"15706","MA_9578719g0010"
"15707","MA_95818g0010"
"15708","MA_958339g0010"
"15709","MA_9586059g0010"
"15710","MA_959201g0010"
"15711","MA_959216g0010"
"15712","MA_959694g0010"
"15713","MA_9597g0010"
"15714","MA_960086g0010"
"15715","MA_96029g0010"
"15716","MA_96038g0010"
"15717","MA_96060g0010"
"15718","MA_960695g0010"
"15719","MA_962164g0010"
"15720","MA_96246g0010"
"15721","MA_962683g0010"
"15722","MA_96441g0010"
"15723","MA_9645753g0010"
"15724","MA_96682g0010"
"15725","MA_96783g0010"
"15726","MA_9683140g0010"
"15727","MA_96853g0010"
"15728","MA_96855g0020"
"15729","MA_9694g0010"
"15730","MA_9700299g0010"
"15731","MA_97011g0010"
"15732","MA_9747027g0010"
"15733","MA_97566g0010"
"15734","MA_9760264g0010"
"15735","MA_9761660g0010"
"15736","MA_9791754g0010"
"15737","MA_97920g0010"
"15738","MA_97947g0010"
"15739","MA_9798g0010"
"15740","MA_9815697g0010"
"15741","MA_9832853g0010"
"15742","MA_9833914g0010"
"15743","MA_98353g0010"
"15744","MA_9868304g0010"
"15745","MA_98752g0010"
"15746","MA_9879049g0010"
"15747","MA_98858g0010"
"15748","MA_99077g0010"
"15749","MA_9910264g0010"
"15750","MA_99115g0010"
"15751","MA_9917294g0010"
"15752","MA_99177g0010"
"15753","MA_99178g0010"
"15754","MA_99187g0010"
"15755","MA_9925847g0010"
"15756","MA_9929143g0010"
"15757","MA_99297g0010"
"15758","MA_9929g0010"
"15759","MA_9933863g0010"
"15760","MA_9945g0010"
"15761","MA_99496g0010"
"15762","MA_9954910g0010"
"15763","MA_99597g0010"
"15764","MA_99665g0010"
"15765","MA_9967906g0010"
"15766","MA_9984190g0010"
"15767","MA_9984443g0020"
"15768","MA_9991974g0010"
"15769","MA_9991g0010"
"15770","MA_99930g0010"
"15771","MA_10001558g0010"
"15772","MA_10008335g0010"
"15773","MA_100135g0010"
"15774","MA_10019911g0010"
"15775","MA_10020001g0010"
"15776","MA_10020833g0010"
"15777","MA_100327g0010"
"15778","MA_10034470g0010"
"15779","MA_10034g0010"
"15780","MA_10044491g0010"
"15781","MA_10045090g0010"
"15782","MA_10050138g0010"
"15783","MA_10051517g0010"
"15784","MA_100529g0010"
"15785","MA_10054743g0010"
"15786","MA_10054925g0010"
"15787","MA_10073433g0010"
"15788","MA_10085839g0010"
"15789","MA_10089894g0010"
"15790","MA_10092307g0010"
"15791","MA_100926g0010"
"15792","MA_10093562g0010"
"15793","MA_100954g0010"
"15794","MA_10096524g0010"
"15795","MA_10102015g0010"
"15796","MA_10105376g0010"
"15797","MA_10107198g0010"
"15798","MA_101195g0010"
"15799","MA_10124175g0010"
"15800","MA_10127209g0010"
"15801","MA_10130590g0010"
"15802","MA_10131412g0010"
"15803","MA_10133637g0010"
"15804","MA_10135677g0010"
"15805","MA_101534g0010"
"15806","MA_10155335g0010"
"15807","MA_10158783g0010"
"15808","MA_10162289g0010"
"15809","MA_10166253g0010"
"15810","MA_10172523g0010"
"15811","MA_10189121g0010"
"15812","MA_10189275g0010"
"15813","MA_10191277g0010"
"15814","MA_10191471g0010"
"15815","MA_10191584g0010"
"15816","MA_10191900g0010"
"15817","MA_10195650g0010"
"15818","MA_10206860g0010"
"15819","MA_10208579g0010"
"15820","MA_10215209g0010"
"15821","MA_10216549g0010"
"15822","MA_10218441g0010"
"15823","MA_10218670g0010"
"15824","MA_10224204g0010"
"15825","MA_10231220g0010"
"15826","MA_10232436g0010"
"15827","MA_10238346g0010"
"15828","MA_10246088g0010"
"15829","MA_10251932g0010"
"15830","MA_10252443g0010"
"15831","MA_10255546g0010"
"15832","MA_102572g0010"
"15833","MA_10265443g0010"
"15834","MA_10267141g0010"
"15835","MA_10274939g0010"
"15836","MA_10277544g0010"
"15837","MA_1027808g0010"
"15838","MA_10278871g0010"
"15839","MA_10280041g0010"
"15840","MA_10280856g0010"
"15841","MA_10281767g0010"
"15842","MA_10282934g0010"
"15843","MA_10285269g0010"
"15844","MA_10287740g0010"
"15845","MA_10288961g0010"
"15846","MA_10291874g0010"
"15847","MA_10292326g0010"
"15848","MA_10293493g0010"
"15849","MA_10294952g0020"
"15850","MA_10297274g0010"
"15851","MA_10300853g0010"
"15852","MA_10300896g0010"
"15853","MA_10302285g0010"
"15854","MA_10302739g0010"
"15855","MA_10307420g0020"
"15856","MA_10308160g0010"
"15857","MA_10309954g0010"
"15858","MA_10311407g0050"
"15859","MA_1031168g0010"
"15860","MA_10313144g0020"
"15861","MA_10316470g0010"
"15862","MA_10323281g0010"
"15863","MA_10325175g0010"
"15864","MA_10326151g0010"
"15865","MA_10328716g0010"
"15866","MA_10328779g0010"
"15867","MA_10332648g0010"
"15868","MA_10334241g0010"
"15869","MA_10334280g0010"
"15870","MA_10334422g0010"
"15871","MA_10335500g0020"
"15872","MA_10335576g0010"
"15873","MA_10335958g0010"
"15874","MA_10336239g0010"
"15875","MA_10336813g0010"
"15876","MA_10336824g0010"
"15877","MA_10337735g0010"
"15878","MA_10338313g0020"
"15879","MA_10339365g0010"
"15880","MA_10339583g0010"
"15881","MA_10341095g0010"
"15882","MA_10344656g0010"
"15883","MA_10347357g0010"
"15884","MA_10350112g0010"
"15885","MA_10351163g0010"
"15886","MA_10358838g0010"
"15887","MA_10362365g0010"
"15888","MA_10362645g0020"
"15889","MA_10362927g0010"
"15890","MA_10364181g0050"
"15891","MA_10366801g0010"
"15892","MA_10372124g0010"
"15893","MA_10372647g0020"
"15894","MA_10372734g0010"
"15895","MA_10375262g0010"
"15896","MA_10376723g0010"
"15897","MA_10378440g0010"
"15898","MA_10378967g0010"
"15899","MA_10379013g0010"
"15900","MA_10379695g0010"
"15901","MA_10380198g0010"
"15902","MA_10380748g0010"
"15903","MA_10381465g0020"
"15904","MA_10383054g0010"
"15905","MA_10383403g0010"
"15906","MA_10386259g0010"
"15907","MA_10389540g0010"
"15908","MA_10390746g0010"
"15909","MA_10392603g0010"
"15910","MA_10394177g0010"
"15911","MA_10425785g0010"
"15912","MA_10425802g0010"
"15913","MA_10425905g0010"
"15914","MA_10425940g0010"
"15915","MA_10425992g0030"
"15916","MA_10425998g0020"
"15917","MA_10426042g0010"
"15918","MA_10426103g0010"
"15919","MA_10426124g0010"
"15920","MA_10426158g0010"
"15921","MA_10426171g0030"
"15922","MA_10426186g0020"
"15923","MA_10426263g0010"
"15924","MA_10426271g0010"
"15925","MA_10426279g0010"
"15926","MA_10426316g0010"
"15927","MA_10426352g0010"
"15928","MA_10426388g0010"
"15929","MA_10426454g0020"
"15930","MA_10426455g0010"
"15931","MA_10426461g0010"
"15932","MA_10426466g0010"
"15933","MA_10426507g0010"
"15934","MA_10426534g0010"
"15935","MA_10426538g0010"
"15936","MA_10426599g0010"
"15937","MA_10426701g0010"
"15938","MA_10426701g0020"
"15939","MA_10426784g0010"
"15940","MA_10426788g0030"
"15941","MA_10426807g0020"
"15942","MA_10426815g0010"
"15943","MA_10426867g0020"
"15944","MA_10426982g0010"
"15945","MA_10427057g0010"
"15946","MA_10427141g0010"
"15947","MA_10427146g0010"
"15948","MA_10427150g0010"
"15949","MA_10427235g0010"
"15950","MA_10427254g0010"
"15951","MA_10427283g0020"
"15952","MA_10427329g0010"
"15953","MA_10427375g0010"
"15954","MA_10427387g0010"
"15955","MA_10427467g0010"
"15956","MA_10427477g0010"
"15957","MA_10427508g0010"
"15958","MA_10427508g0030"
"15959","MA_10427557g0020"
"15960","MA_10427614g0010"
"15961","MA_10427643g0010"
"15962","MA_10427743g0020"
"15963","MA_10427755g0010"
"15964","MA_10427769g0010"
"15965","MA_10427776g0010"
"15966","MA_10427805g0010"
"15967","MA_10427817g0010"
"15968","MA_10427844g0020"
"15969","MA_10427886g0010"
"15970","MA_10427903g0010"
"15971","MA_10427980g0010"
"15972","MA_10428058g0010"
"15973","MA_10428130g0010"
"15974","MA_10428194g0010"
"15975","MA_10428272g0010"
"15976","MA_10428274g0010"
"15977","MA_10428298g0010"
"15978","MA_10428326g0010"
"15979","MA_10428369g0010"
"15980","MA_10428445g0010"
"15981","MA_10428449g0010"
"15982","MA_10428459g0010"
"15983","MA_10428506g0010"
"15984","MA_10428509g0010"
"15985","MA_10428548g0010"
"15986","MA_10428580g0010"
"15987","MA_10428622g0010"
"15988","MA_10428645g0010"
"15989","MA_10428692g0010"
"15990","MA_10428704g0020"
"15991","MA_10428732g0010"
"15992","MA_10428784g0010"
"15993","MA_10428813g0020"
"15994","MA_10428822g0010"
"15995","MA_10428856g0010"
"15996","MA_10428883g0010"
"15997","MA_10428899g0020"
"15998","MA_10428923g0010"
"15999","MA_10428940g0010"
"16000","MA_10428980g0010"
"16001","MA_10428984g0010"
"16002","MA_10429028g0020"
"16003","MA_10429053g0010"
"16004","MA_10429053g0040"
"16005","MA_10429066g0010"
"16006","MA_10429207g0010"
"16007","MA_10429233g0010"
"16008","MA_10429307g0010"
"16009","MA_10429355g0010"
"16010","MA_10429356g0010"
"16011","MA_10429426g0020"
"16012","MA_10429555g0010"
"16013","MA_10429690g0020"
"16014","MA_10429707g0010"
"16015","MA_10429739g0010"
"16016","MA_10429747g0010"
"16017","MA_10429770g0010"
"16018","MA_10429817g0010"
"16019","MA_10429868g0010"
"16020","MA_10429917g0010"
"16021","MA_10429923g0010"
"16022","MA_10429955g0010"
"16023","MA_10429986g0010"
"16024","MA_10429994g0010"
"16025","MA_10430008g0010"
"16026","MA_10430019g0020"
"16027","MA_10430112g0020"
"16028","MA_10430135g0010"
"16029","MA_10430137g0010"
"16030","MA_10430141g0020"
"16031","MA_10430151g0010"
"16032","MA_10430177g0010"
"16033","MA_10430202g0010"
"16034","MA_10430230g0020"
"16035","MA_10430277g0020"
"16036","MA_10430300g0020"
"16037","MA_10430378g0010"
"16038","MA_10430419g0020"
"16039","MA_10430439g0010"
"16040","MA_10430471g0020"
"16041","MA_10430489g0010"
"16042","MA_10430537g0040"
"16043","MA_10430565g0020"
"16044","MA_10430674g0010"
"16045","MA_10430686g0010"
"16046","MA_10430723g0010"
"16047","MA_10430770g0010"
"16048","MA_10430807g0010"
"16049","MA_10430874g0010"
"16050","MA_10430878g0010"
"16051","MA_10430904g0010"
"16052","MA_10430984g0010"
"16053","MA_10430986g0020"
"16054","MA_10430998g0010"
"16055","MA_10431051g0010"
"16056","MA_10431168g0010"
"16057","MA_10431209g0010"
"16058","MA_10431210g0020"
"16059","MA_10431230g0020"
"16060","MA_10431281g0020"
"16061","MA_10431297g0010"
"16062","MA_10431338g0010"
"16063","MA_10431377g0010"
"16064","MA_10431445g0010"
"16065","MA_10431546g0010"
"16066","MA_10431552g0010"
"16067","MA_10431557g0010"
"16068","MA_10431567g0010"
"16069","MA_10431609g0010"
"16070","MA_10431625g0010"
"16071","MA_10431629g0010"
"16072","MA_10431636g0010"
"16073","MA_10431676g0010"
"16074","MA_10431676g0020"
"16075","MA_10431700g0010"
"16076","MA_10431741g0010"
"16077","MA_10431749g0030"
"16078","MA_10431760g0010"
"16079","MA_10431778g0020"
"16080","MA_10431792g0010"
"16081","MA_10431858g0010"
"16082","MA_10431941g0010"
"16083","MA_10432020g0020"
"16084","MA_10432031g0010"
"16085","MA_10432054g0010"
"16086","MA_10432144g0010"
"16087","MA_10432205g0010"
"16088","MA_10432285g0020"
"16089","MA_10432291g0020"
"16090","MA_10432304g0010"
"16091","MA_10432368g0030"
"16092","MA_10432373g0010"
"16093","MA_10432394g0010"
"16094","MA_10432400g0020"
"16095","MA_10432438g0010"
"16096","MA_10432452g0010"
"16097","MA_10432479g0010"
"16098","MA_10432485g0010"
"16099","MA_10432495g0010"
"16100","MA_10432517g0010"
"16101","MA_10432529g0010"
"16102","MA_10432561g0010"
"16103","MA_10432588g0010"
"16104","MA_10432636g0020"
"16105","MA_10432644g0010"
"16106","MA_10432693g0040"
"16107","MA_10432709g0010"
"16108","MA_10432721g0010"
"16109","MA_10432795g0010"
"16110","MA_10432845g0010"
"16111","MA_10432862g0010"
"16112","MA_10432876g0010"
"16113","MA_10432910g0010"
"16114","MA_10432983g0010"
"16115","MA_10432994g0010"
"16116","MA_10433002g0010"
"16117","MA_10433004g0010"
"16118","MA_10433019g0020"
"16119","MA_10433020g0010"
"16120","MA_10433082g0020"
"16121","MA_10433084g0010"
"16122","MA_10433115g0020"
"16123","MA_10433125g0010"
"16124","MA_10433153g0010"
"16125","MA_10433154g0010"
"16126","MA_10433179g0020"
"16127","MA_10433198g0010"
"16128","MA_10433201g0010"
"16129","MA_10433212g0010"
"16130","MA_10433245g0010"
"16131","MA_10433259g0010"
"16132","MA_10433266g0030"
"16133","MA_10433279g0010"
"16134","MA_10433297g0010"
"16135","MA_10433311g0020"
"16136","MA_10433439g0010"
"16137","MA_10433490g0020"
"16138","MA_10433505g0010"
"16139","MA_10433573g0010"
"16140","MA_10433579g0010"
"16141","MA_10433682g0010"
"16142","MA_10433687g0010"
"16143","MA_10433735g0020"
"16144","MA_10433934g0010"
"16145","MA_10433939g0020"
"16146","MA_10433966g0010"
"16147","MA_10433973g0010"
"16148","MA_10433999g0010"
"16149","MA_10434071g0020"
"16150","MA_10434079g0020"
"16151","MA_10434126g0010"
"16152","MA_10434323g0010"
"16153","MA_10434342g0010"
"16154","MA_10434454g0010"
"16155","MA_10434526g0010"
"16156","MA_10434610g0010"
"16157","MA_10434646g0010"
"16158","MA_10434692g0010"
"16159","MA_10434697g0010"
"16160","MA_10434750g0010"
"16161","MA_10434757g0010"
"16162","MA_10434783g0010"
"16163","MA_10434800g0010"
"16164","MA_10434820g0010"
"16165","MA_10434898g0010"
"16166","MA_10434912g0010"
"16167","MA_10434948g0010"
"16168","MA_10434978g0020"
"16169","MA_10435033g0010"
"16170","MA_10435100g0010"
"16171","MA_10435111g0010"
"16172","MA_10435198g0010"
"16173","MA_10435215g0010"
"16174","MA_10435230g0010"
"16175","MA_10435278g0010"
"16176","MA_10435289g0010"
"16177","MA_10435301g0010"
"16178","MA_10435421g0020"
"16179","MA_10435484g0010"
"16180","MA_10435490g0010"
"16181","MA_10435492g0010"
"16182","MA_10435497g0010"
"16183","MA_10435516g0010"
"16184","MA_10435534g0010"
"16185","MA_10435539g0010"
"16186","MA_10435542g0010"
"16187","MA_10435592g0020"
"16188","MA_10435624g0010"
"16189","MA_10435678g0010"
"16190","MA_10435714g0010"
"16191","MA_10435737g0010"
"16192","MA_10435765g0010"
"16193","MA_10435772g0020"
"16194","MA_10435793g0010"
"16195","MA_10435899g0020"
"16196","MA_10435909g0010"
"16197","MA_10435910g0010"
"16198","MA_10436083g0010"
"16199","MA_10436111g0010"
"16200","MA_10436132g0030"
"16201","MA_10436146g0010"
"16202","MA_10436228g0010"
"16203","MA_10436241g0010"
"16204","MA_10436250g0010"
"16205","MA_10436398g0020"
"16206","MA_10436412g0010"
"16207","MA_10436476g0010"
"16208","MA_10436500g0020"
"16209","MA_10436523g0020"
"16210","MA_10436525g0020"
"16211","MA_10436541g0010"
"16212","MA_10436554g0010"
"16213","MA_10436557g0010"
"16214","MA_10436592g0010"
"16215","MA_10436603g0020"
"16216","MA_10436606g0010"
"16217","MA_10436633g0020"
"16218","MA_10436693g0020"
"16219","MA_10436713g0020"
"16220","MA_10436852g0010"
"16221","MA_10436853g0010"
"16222","MA_10436858g0010"
"16223","MA_10436945g0010"
"16224","MA_10436977g0020"
"16225","MA_10436977g0030"
"16226","MA_10436988g0010"
"16227","MA_10437035g0030"
"16228","MA_10437058g0010"
"16229","MA_10437066g0010"
"16230","MA_10437088g0010"
"16231","MA_10437094g0010"
"16232","MA_10437120g0010"
"16233","MA_10437147g0010"
"16234","MA_10437158g0020"
"16235","MA_10437159g0030"
"16236","MA_10437172g0020"
"16237","MA_10437191g0010"
"16238","MA_10437259g0010"
"16239","MA_10437269g0010"
"16240","MA_104842g0010"
"16241","MA_1048598g0010"
"16242","MA_104872g0010"
"16243","MA_104893g0010"
"16244","MA_104968g0020"
"16245","MA_105202g0030"
"16246","MA_1059749g0010"
"16247","MA_1059971g0010"
"16248","MA_106255g0010"
"16249","MA_106341g0010"
"16250","MA_106460g0020"
"16251","MA_10651g0010"
"16252","MA_1065349g0010"
"16253","MA_106601g0010"
"16254","MA_106842g0010"
