"","x"
"4046","MA_123269g0010"
"4047","MA_125295g0010"
"4048","MA_132224g0010"
"4049","MA_14404g0010"
"4050","MA_24782g0010"
"4051","MA_62010g0010"
"4052","MA_9974463g0010"
"4053","MA_10264519g0010"
"4054","MA_463736g0010"
"4055","MA_284153g0010"
"4056","MA_10426986g0010"
"4057","MA_10428135g0010"
"4058","MA_17334g0010"
"4059","MA_914471g0010"
"4060","MA_17466g0010"
"4061","MA_10428975g0010"
"4062","MA_15046g0010"
"4063","MA_17449g0010"
"4064","MA_80683g0010"
"4065","MA_7422985g0010"
"4066","MA_10144850g0010"
"4067","MA_140585g0010"
"4068","MA_85656g0010"
"4069","MA_10431457g0010"
"4070","MA_10168324g0010"
"4071","MA_10435896g0010"
"4072","MA_267974g0010"
"4073","MA_56257g0010"
"4074","MA_65172g0010"
"4075","MA_842546g0010"
"4076","MA_101209g0010"
"4077","MA_10427389g0010"
"4078","MA_10436405g0010"
"4079","MA_10437152g0020"
"4080","MA_127632g0020"
"4081","MA_25654g0010"
"4082","MA_7250545g0010"
"4083","MA_8911839g0010"
"4084","MA_946644g0010"
"4085","MA_138314g0010"
"4086","MA_10436080g0010"
"4087","MA_10434565g0010"
"4088","MA_10435555g0010"
"4089","MA_498808g0010"
"4090","MA_65830g0010"
"4091","MA_133138g0010"
"4092","MA_84578g0010"
"4093","MA_5432810g0010"
"4094","MA_473890g0010"
"4095","MA_2299386g0010"
"4096","MA_331950g0010"
"4097","MA_100136g0010"
"4098","MA_10433607g0010"
"4099","MA_6962547g0010"
"4100","MA_130948g0010"
"4101","MA_10430338g0010"
"4102","MA_140645g0020"
"4103","MA_104366g0010"
"4104","MA_79054g0010"
"4105","MA_958082g0010"
"4106","MA_10435689g0010"
"4107","MA_10427546g0010"
"4108","MA_10301924g0010"
"4109","MA_126688g0010"
"4110","MA_63321g0020"
"4111","MA_11621g0010"
"4112","MA_9530120g0010"
"4113","MA_10432989g0030"
"4114","MA_33494g0010"
"4115","MA_722404g0010"
"4116","MA_194767g0010"
"4117","MA_10201g0010"
"4118","MA_7565020g0010"
"4119","MA_902407g0010"
"4120","MA_10105289g0010"
"4121","MA_10435638g0020"
"4122","MA_38260g0010"
"4123","MA_7263500g0010"
"4124","MA_91294g0010"
"4125","MA_101460g0010"
"4126","MA_10426921g0010"
"4127","MA_10432852g0020"
"4128","MA_49028g0020"
"4129","MA_501223g0010"
"4130","MA_8164514g0010"
"4131","MA_10434015g0010"
"4132","MA_27753g0010"
"4133","MA_10426780g0010"
"4134","MA_10432496g0010"
"4135","MA_650948g0010"
"4136","MA_10436848g0010"
"4137","MA_109558g0010"
"4138","MA_159417g0010"
"4139","MA_595253g0010"
"4140","MA_7362g0010"
"4141","MA_89527g0010"
"4142","MA_10430609g0010"
"4143","MA_10434684g0010"
"4144","MA_10437242g0030"
"4145","MA_158054g0010"
"4146","MA_359322g0010"
"4147","MA_7927674g0010"
"4148","MA_10274343g0010"
"4149","MA_119453g0010"
"4150","MA_52277g0010"
"4151","MA_554564g0010"
"4152","MA_67249g0010"
"4153","MA_10426108g0020"
"4154","MA_182501g0010"
"4155","MA_82295g0010"
"4156","MA_748541g0010"
"4157","MA_171998g0010"
"4158","MA_193136g0010"
"4159","MA_50379g0010"
"4160","MA_69506g0010"
"4161","MA_110148g0010"
"4162","MA_69698g0010"
"4163","MA_10427400g0010"
"4164","MA_10433992g0010"
"4165","MA_18253g0010"
"4166","MA_38931g0010"
"4167","MA_9160648g0010"
"4168","MA_10426949g0010"
"4169","MA_10436697g0010"
"4170","MA_10437075g0040"
"4171","MA_16904g0010"
"4172","MA_88936g0020"
"4173","MA_78775g0010"
"4174","MA_176924g0010"
"4175","MA_10434374g0010"
"4176","MA_10430492g0030"
"4177","MA_11503g0030"
"4178","MA_138049g0010"
"4179","MA_14851g0010"
"4180","MA_35352g0010"
"4181","MA_3951g0010"
"4182","MA_49347g0010"
"4183","MA_637485g0010"
"4184","MA_75193g0010"
"4185","MA_773426g0010"
"4186","MA_10435285g0010"
"4187","MA_116648g0010"
"4188","MA_169742g0010"
"4189","MA_550158g0010"
"4190","MA_9395g0020"
"4191","MA_8370633g0010"
"4192","MA_10433197g0010"
"4193","MA_8291837g0010"
"4194","MA_873857g0010"
"4195","MA_155365g0010"
"4196","MA_10430803g0010"
"4197","MA_296209g0010"
"4198","MA_10429315g0010"
"4199","MA_46231g0010"
"4200","MA_52650g0010"
"4201","MA_53302g0010"
"4202","MA_418705g0010"
"4203","MA_10433969g0010"
"4204","MA_115844g0010"
"4205","MA_73153g0010"
"4206","MA_10280266g0010"
"4207","MA_10431776g0020"
"4208","MA_20157g0020"
"4209","MA_14319g0010"
"4210","MA_10428814g0010"
"4211","MA_10433709g0020"
"4212","MA_189716g0010"
"4213","MA_380654g0010"
"4214","MA_9309456g0010"
"4215","MA_443982g0010"
"4216","MA_917709g0010"
"4217","MA_1069406g0010"
"4218","MA_32378g0010"
"4219","MA_7118939g0010"
"4220","MA_9034283g0010"
"4221","MA_5468g0010"
"4222","MA_9738483g0010"
"4223","MA_16536g0010"
"4224","MA_18697g0010"
"4225","MA_446g0040"
"4226","MA_87937g0010"
"4227","MA_70161g0010"
"4228","MA_8849023g0010"
"4229","MA_33184g0020"
"4230","MA_10429738g0010"
"4231","MA_281093g0010"
"4232","MA_124244g0020"
"4233","MA_10429221g0010"
"4234","MA_10430331g0010"
"4235","MA_40443g0010"
"4236","MA_9925347g0010"
"4237","MA_10352320g0010"
"4238","MA_208841g0010"
"4239","MA_8833695g0010"
"4240","MA_10428034g0020"
"4241","MA_10434479g0010"
"4242","MA_10666g0010"
"4243","MA_196504g0010"
"4244","MA_36703g0010"
"4245","MA_833797g0010"
"4246","MA_95313g0010"
"4247","MA_10435464g0010"
"4248","MA_119384g0010"
"4249","MA_10227167g0010"
"4250","MA_10427724g0030"
"4251","MA_10427897g0010"
"4252","MA_10430896g0020"
"4253","MA_10433494g0010"
"4254","MA_10435875g0020"
"4255","MA_19638g0010"
"4256","MA_8990810g0010"
"4257","MA_71069g0010"
"4258","MA_10432187g0010"
"4259","MA_102917g0010"
"4260","MA_120757g0010"
"4261","MA_10434529g0010"
"4262","MA_126989g0010"
"4263","MA_10426301g0010"
"4264","MA_10429831g0010"
"4265","MA_10430260g0010"
"4266","MA_10435649g0010"
"4267","MA_8647295g0010"
"4268","MA_10375718g0010"
"4269","MA_36765g0020"
"4270","MA_532686g0010"
"4271","MA_10020g0010"
"4272","MA_5657g0020"
"4273","MA_56685g0010"
"4274","MA_10357335g0010"
"4275","MA_107859g0010"
"4276","MA_5668g0010"
"4277","MA_11380g0020"
"4278","MA_110436g0010"
"4279","MA_71087g0010"
"4280","MA_10436362g0030"
"4281","MA_139857g0010"
"4282","MA_9992421g0010"
"4283","MA_2448g0010"
"4284","MA_8222690g0010"
"4285","MA_3634858g0010"
"4286","MA_10429460g0020"
"4287","MA_434510g0010"
"4288","MA_10435943g0010"
"4289","MA_121500g0010"
"4290","MA_46136g0010"
"4291","MA_92857g0020"
"4292","MA_10426661g0010"
"4293","MA_10427520g0010"
"4294","MA_10435936g0010"
"4295","MA_14234g0010"
"4296","MA_30471g0010"
"4297","MA_469g0010"
"4298","MA_10428755g0020"
"4299","MA_10212234g0010"
"4300","MA_10434298g0010"
"4301","MA_177562g0010"
"4302","MA_42861g0010"
"4303","MA_62021g0010"
"4304","MA_6205g0020"
"4305","MA_166883g0010"
"4306","MA_173267g0010"
"4307","MA_336238g0010"
"4308","MA_566616g0010"
"4309","MA_61304g0010"
"4310","MA_10427286g0010"
"4311","MA_19498g0010"
"4312","MA_7785813g0010"
"4313","MA_78005g0010"
"4314","MA_192059g0010"
"4315","MA_10244600g0010"
"4316","MA_10433878g0010"
"4317","MA_3831000g0010"
"4318","MA_63657g0010"
"4319","MA_2491g0010"
"4320","MA_31778g0010"
"4321","MA_151250g0010"
"4322","MA_98818g0010"
"4323","MA_16068g0010"
"4324","MA_10434848g0010"
"4325","MA_371064g0010"
"4326","MA_5482695g0010"
"4327","MA_99940g0010"
"4328","MA_10437039g0030"
"4329","MA_105395g0010"
"4330","MA_1113925g0010"
"4331","MA_7818548g0010"
"4332","MA_10430693g0010"
"4333","MA_10434519g0010"
"4334","MA_10434701g0010"
"4335","MA_138049g0020"
"4336","MA_140611g0010"
"4337","MA_465325g0010"
"4338","MA_7281738g0010"
"4339","MA_1136663g0010"
"4340","MA_10334041g0010"
"4341","MA_873136g0010"
"4342","MA_15605g0010"
"4343","MA_185802g0010"
"4344","MA_2450g0010"
"4345","MA_158125g0010"
"4346","MA_18142g0010"
"4347","MA_109211g0010"
"4348","MA_172878g0010"
"4349","MA_528640g0010"
"4350","MA_9798661g0010"
"4351","MA_103946g0010"
"4352","MA_10431596g0010"
"4353","MA_180577g0010"
"4354","MA_7418293g0010"
"4355","MA_9483804g0010"
"4356","MA_10422596g0010"
"4357","MA_210555g0010"
"4358","MA_5112g0010"
"4359","MA_9293176g0020"
"4360","MA_10436186g0010"
"4361","MA_153080g0010"
"4362","MA_9399348g0010"
"4363","MA_10359153g0010"
"4364","MA_1073860g0010"
"4365","MA_14874g0010"
"4366","MA_103858g0010"
"4367","MA_8092672g0010"
"4368","MA_20378g0010"
"4369","MA_6422g0020"
"4370","MA_38229g0010"
"4371","MA_163701g0010"
"4372","MA_9982g0010"
"4373","MA_10186573g0010"
"4374","MA_86838g0010"
"4375","MA_10428760g0010"
"4376","MA_52206g0010"
"4377","MA_60543g0010"
"4378","MA_320479g0010"
"4379","MA_73g0010"
"4380","MA_56102g0010"
"4381","MA_4997g0010"
"4382","MA_138254g0010"
"4383","MA_10046g0010"
"4384","MA_10429887g0010"
"4385","MA_10434331g0010"
"4386","MA_14025g0020"
"4387","MA_8245699g0010"
"4388","MA_637555g0010"
"4389","MA_10376558g0010"
"4390","MA_10427734g0010"
"4391","MA_10428568g0010"
"4392","MA_10433367g0010"
"4393","MA_8898851g0010"
"4394","MA_709182g0020"
"4395","MA_38087g0010"
"4396","MA_5349g0010"
"4397","MA_10435404g0010"
"4398","MA_31952g0020"
"4399","MA_10437096g0010"
"4400","MA_99220g0010"
"4401","MA_10382694g0010"
"4402","MA_112757g0010"
"4403","MA_82205g0010"
"4404","MA_28815g0030"
"4405","MA_10435811g0030"
"4406","MA_11511g0010"
"4407","MA_17180g0010"
"4408","MA_951073g0010"
"4409","MA_141875g0010"
"4410","MA_7974198g0010"
"4411","MA_10427517g0010"
"4412","MA_447987g0010"
"4413","MA_18779g0010"
"4414","MA_2636045g0010"
"4415","MA_11486g0010"
"4416","MA_36205g0010"
"4417","MA_8603g0010"
"4418","MA_10429144g0020"
"4419","MA_10433630g0020"
"4420","MA_10434909g0010"
"4421","MA_10436730g0050"
"4422","MA_177661g0010"
"4423","MA_219828g0010"
"4424","MA_876100g0010"
"4425","MA_10426273g0010"
"4426","MA_10433141g0010"
"4427","MA_503753g0010"
"4428","MA_8280622g0010"
"4429","MA_32563g0010"
"4430","MA_88419g0010"
"4431","MA_112057g0010"
"4432","MA_220754g0010"
"4433","MA_289g0020"
"4434","MA_10429866g0020"
"4435","MA_43896g0010"
"4436","MA_101777g0010"
"4437","MA_10430589g0010"
"4438","MA_10431766g0010"
"4439","MA_10574g0010"
"4440","MA_150396g0010"
"4441","MA_19573g0010"
"4442","MA_3588988g0010"
"4443","MA_769g0010"
"4444","MA_24872g0010"
"4445","MA_25354g0020"
"4446","MA_793054g0010"
"4447","MA_10434813g0010"
"4448","MA_5599g0020"
"4449","MA_10430244g0010"
"4450","MA_10435550g0030"
"4451","MA_10435574g0010"
"4452","MA_78251g0010"
"4453","MA_10431320g0010"
"4454","MA_10435977g0020"
"4455","MA_71038g0010"
"4456","MA_84502g0010"
"4457","MA_902657g0010"
"4458","MA_91157g0020"
"4459","MA_10435029g0010"
"4460","MA_318086g0010"
"4461","MA_3676g0010"
"4462","MA_62112g0010"
"4463","MA_821302g0010"
"4464","MA_914082g0010"
"4465","MA_10431995g0010"
"4466","MA_10429026g0010"
"4467","MA_117084g0010"
"4468","MA_10436493g0010"
"4469","MA_4202g0010"
"4470","MA_10426353g0010"
"4471","MA_10436757g0010"
"4472","MA_129330g0010"
"4473","MA_868326g0010"
"4474","MA_27456g0030"
"4475","MA_10430664g0010"
"4476","MA_124750g0010"
"4477","MA_140418g0010"
"4478","MA_189826g0010"
"4479","MA_139714g0010"
"4480","MA_9877g0010"
"4481","MA_10428563g0010"
"4482","MA_10429113g0010"
"4483","MA_381942g0010"
"4484","MA_273759g0020"
"4485","MA_172498g0010"
"4486","MA_106197g0010"
"4487","MA_68810g0010"
"4488","MA_10437014g0010"
"4489","MA_28575g0010"
"4490","MA_3636g0010"
"4491","MA_178958g0010"
"4492","MA_10426883g0010"
"4493","MA_10434413g0010"
"4494","MA_10436663g0010"
"4495","MA_16778g0010"
"4496","MA_42487g0010"
"4497","MA_23324g0010"
"4498","MA_10426578g0010"
"4499","MA_10172470g0010"
"4500","MA_136865g0010"
"4501","MA_17488g0010"
"4502","MA_401306g0010"
"4503","MA_138103g0010"
"4504","MA_14571g0010"
"4505","MA_126045g0010"
"4506","MA_252037g0010"
"4507","MA_8429061g0010"
"4508","MA_127844g0010"
"4509","MA_2815g0010"
"4510","MA_57799g0010"
"4511","MA_18996g0010"
"4512","MA_631760g0010"
"4513","MA_10431148g0010"
"4514","MA_96487g0010"
"4515","MA_138488g0010"
"4516","MA_10429662g0010"
"4517","MA_133920g0010"
"4518","MA_20195g0010"
"4519","MA_89369g0010"
"4520","MA_7892g0010"
"4521","MA_10429043g0010"
"4522","MA_10434974g0010"
"4523","MA_10208965g0010"
"4524","MA_41497g0010"
"4525","MA_10427158g0010"
"4526","MA_10430366g0010"
"4527","MA_19243g0020"
"4528","MA_219167g0010"
"4529","MA_137709g0010"
"4530","MA_57707g0010"
"4531","MA_696146g0010"
"4532","MA_8624541g0010"
"4533","MA_8923441g0010"
"4534","MA_10430088g0010"
"4535","MA_219031g0010"
"4536","MA_10426693g0010"
"4537","MA_10427532g0010"
"4538","MA_10431452g0010"
"4539","MA_10436461g0010"
"4540","MA_10432160g0010"
"4541","MA_13170g0010"
"4542","MA_15029g0010"
"4543","MA_150824g0010"
"4544","MA_175870g0010"
"4545","MA_21753g0010"
"4546","MA_48747g0010"
"4547","MA_49677g0010"
"4548","MA_55076g0010"
"4549","MA_60383g0010"
"4550","MA_10430301g0010"
"4551","MA_10433068g0010"
"4552","MA_109047g0010"
"4553","MA_112855g0010"
"4554","MA_183671g0010"
"4555","MA_242171g0010"
"4556","MA_352866g0010"
"4557","MA_18496g0010"
"4558","MA_10432508g0010"
"4559","MA_9657514g0010"
"4560","MA_106959g0010"
"4561","MA_10436705g0010"
"4562","MA_10436981g0010"
"4563","MA_11193g0010"
"4564","MA_234040g0010"
"4565","MA_46423g0010"
"4566","MA_8370g0020"
"4567","MA_92473g0020"
"4568","MA_10383277g0020"
"4569","MA_31398g0010"
"4570","MA_99753g0010"
"4571","MA_49770g0010"
"4572","MA_10430369g0010"
"4573","MA_97322g0010"
"4574","MA_10432464g0020"
"4575","MA_10434260g0010"
"4576","MA_96120g0010"
"4577","MA_10426248g0010"
"4578","MA_10432924g0010"
"4579","MA_10274946g0010"
"4580","MA_35218g0010"
"4581","MA_10433926g0010"
"4582","MA_10152247g0010"
"4583","MA_10426427g0010"
"4584","MA_10437246g0030"
"4585","MA_16384g0010"
"4586","MA_459743g0010"
"4587","MA_91352g0010"
"4588","MA_8888g0010"
"4589","MA_933534g0010"
"4590","MA_10427624g0010"
"4591","MA_10433105g0010"
"4592","MA_44218g0010"
"4593","MA_467252g0010"
"4594","MA_9566834g0010"
"4595","MA_10304859g0010"
"4596","MA_128809g0010"
"4597","MA_4292002g0010"
"4598","MA_91651g0010"
"4599","MA_10428360g0010"
"4600","MA_10435427g0010"
"4601","MA_494629g0010"
"4602","MA_9934452g0010"
"4603","MA_10434354g0010"
"4604","MA_114657g0010"
"4605","MA_10426786g0020"
"4606","MA_3440g0010"
"4607","MA_141920g0010"
"4608","MA_426104g0010"
"4609","MA_175298g0010"
"4610","MA_141550g0010"
"4611","MA_220041g0010"
"4612","MA_705031g0010"
"4613","MA_15416g0020"
"4614","MA_10430837g0010"
"4615","MA_10436662g0010"
"4616","MA_22529g0010"
"4617","MA_14524g0010"
"4618","MA_10436447g0020"
"4619","MA_103636g0020"
"4620","MA_6993g0010"
"4621","MA_454449g0010"
"4622","MA_905779g0010"
"4623","MA_10433096g0010"
"4624","MA_10435575g0010"
"4625","MA_28961g0020"
"4626","MA_7686102g0010"
"4627","MA_912814g0010"
"4628","MA_101085g0010"
"4629","MA_10426303g0010"
"4630","MA_184899g0010"
"4631","MA_32338g0010"
"4632","MA_809g0010"
"4633","MA_22296g0010"
"4634","MA_200111g0010"
"4635","MA_130776g0010"
"4636","MA_1108061g0010"
"4637","MA_111858g0010"
"4638","MA_7364g0010"
"4639","MA_10360046g0010"
"4640","MA_54099g0010"
"4641","MA_10434670g0010"
"4642","MA_1130857g0010"
"4643","MA_10428776g0020"
"4644","MA_130799g0010"
"4645","MA_55351g0010"
"4646","MA_8679009g0010"
"4647","MA_9429878g0010"
"4648","MA_205329g0010"
"4649","MA_18715g0010"
"4650","MA_495649g0010"
"4651","MA_10431719g0010"
"4652","MA_10437270g0010"
"4653","MA_10427398g0010"
"4654","MA_10428861g0010"
"4655","MA_15462g0010"
"4656","MA_167620g0010"
"4657","MA_392733g0010"
"4658","MA_640862g0010"
"4659","MA_9349g0010"
"4660","MA_10137757g0010"
"4661","MA_10430730g0020"
"4662","MA_18841g0010"
"4663","MA_10431091g0010"
"4664","MA_398294g0010"
"4665","MA_934341g0010"
"4666","MA_19651g0010"
"4667","MA_319g0010"
"4668","MA_78829g0010"
"4669","MA_56211g0010"
"4670","MA_10434959g0010"
"4671","MA_110551g0010"
"4672","MA_192112g0010"
"4673","MA_12471g0030"
"4674","MA_87523g0010"
"4675","MA_10432240g0020"
"4676","MA_10437264g0010"
"4677","MA_37500g0010"
"4678","MA_416714g0010"
"4679","MA_90896g0010"
"4680","MA_137618g0010"
"4681","MA_421080g0010"
"4682","MA_600569g0010"
"4683","MA_120806g0010"
"4684","MA_7670414g0010"
"4685","MA_10427215g0010"
"4686","MA_127228g0010"
"4687","MA_100776g0010"
"4688","MA_43296g0010"
"4689","MA_504598g0010"
"4690","MA_230138g0010"
"4691","MA_2513g0010"
"4692","MA_51507g0010"
"4693","MA_177325g0010"
"4694","MA_20563g0010"
"4695","MA_10053g0010"
"4696","MA_15847g0010"
"4697","MA_46191g0010"
"4698","MA_9990713g0010"
"4699","MA_912885g0010"
"4700","MA_62361g0010"
"4701","MA_2197g0010"
"4702","MA_348099g0010"
"4703","MA_10435293g0010"
"4704","MA_10220g0010"
"4705","MA_62101g0010"
"4706","MA_19316g0010"
"4707","MA_10427364g0010"
"4708","MA_2177g0010"
"4709","MA_196645g0010"
"4710","MA_10436033g0010"
"4711","MA_68307g0010"
"4712","MA_54706g0010"
"4713","MA_105824g0010"
"4714","MA_9999470g0010"
"4715","MA_492106g0010"
"4716","MA_103629g0010"
"4717","MA_10427372g0010"
"4718","MA_495463g0010"
"4719","MA_82940g0010"
"4720","MA_10432543g0020"
"4721","MA_113291g0010"
"4722","MA_3365g0010"
"4723","MA_10435700g0010"
"4724","MA_89690g0010"
"4725","MA_493782g0010"
"4726","MA_38451g0010"
"4727","MA_103964g0010"
"4728","MA_21299g0010"
"4729","MA_103548g0010"
"4730","MA_10429050g0010"
"4731","MA_10433608g0010"
"4732","MA_10436273g0010"
"4733","MA_10436939g0030"
"4734","MA_109660g0010"
"4735","MA_62683g0010"
"4736","MA_10349000g0010"
"4737","MA_145746g0020"
"4738","MA_260606g0010"
"4739","MA_54348g0020"
"4740","MA_9821859g0010"
"4741","MA_169156g0010"
"4742","MA_10432417g0010"
"4743","MA_13573g0010"
"4744","MA_480086g0010"
"4745","MA_10435667g0010"
"4746","MA_42236g0030"
"4747","MA_33140g0010"
"4748","MA_10434721g0020"
"4749","MA_127139g0010"
"4750","MA_10146282g0010"
"4751","MA_10435774g0010"
"4752","MA_32523g0010"
"4753","MA_10437032g0010"
"4754","MA_93765g0010"
"4755","MA_126084g0010"
"4756","MA_7885371g0010"
"4757","MA_10276706g0010"
"4758","MA_48594g0010"
"4759","MA_10432277g0020"
"4760","MA_4076g0010"
"4761","MA_458810g0010"
"4762","MA_66378g0010"
"4763","MA_53407g0010"
"4764","MA_210947g0010"
"4765","MA_10047260g0010"
"4766","MA_10430030g0010"
"4767","MA_129769g0010"
"4768","MA_10269044g0010"
"4769","MA_370166g0010"
"4770","MA_764977g0010"
"4771","MA_186059g0010"
"4772","MA_168323g0010"
"4773","MA_177038g0010"
"4774","MA_10432507g0010"
"4775","MA_10437188g0010"
"4776","MA_10348291g0010"
"4777","MA_10123530g0010"
"4778","MA_10436045g0010"
"4779","MA_18054g0030"
"4780","MA_18870g0010"
"4781","MA_99679g0010"
"4782","MA_637011g0010"
"4783","MA_10426212g0040"
"4784","MA_14611g0020"
"4785","MA_261g0010"
"4786","MA_41906g0020"
"4787","MA_171709g0010"
"4788","MA_10431854g0020"
"4789","MA_10425838g0010"
"4790","MA_9950026g0010"
"4791","MA_10431731g0010"
"4792","MA_186193g0010"
"4793","MA_7055g0010"
"4794","MA_8423017g0010"
"4795","MA_188532g0010"
"4796","MA_955912g0010"
"4797","MA_10433763g0020"
"4798","MA_10427810g0010"
"4799","MA_577g0010"
"4800","MA_629782g0010"
"4801","MA_10219914g0020"
"4802","MA_172474g0010"
"4803","MA_10436167g0010"
"4804","MA_7575400g0010"
"4805","MA_19099g0020"
"4806","MA_72319g0010"
"4807","MA_124660g0010"
"4808","MA_31023g0010"
"4809","MA_8274615g0010"
"4810","MA_223085g0010"
"4811","MA_108616g0010"
"4812","MA_119720g0010"
"4813","MA_9110522g0010"
"4814","MA_42128g0010"
"4815","MA_10436726g0010"
"4816","MA_17594g0010"
"4817","MA_16887g0010"
"4818","MA_7614511g0010"
"4819","MA_10431244g0010"
"4820","MA_10432498g0010"
"4821","MA_132289g0010"
"4822","MA_3005g0010"
"4823","MA_8460112g0010"
"4824","MA_10429446g0010"
"4825","MA_7586809g0010"
"4826","MA_126338g0010"
"4827","MA_134742g0010"
"4828","MA_188586g0020"
"4829","MA_136671g0010"
"4830","MA_36317g0010"
"4831","MA_445192g0010"
"4832","MA_722766g0010"
"4833","MA_9834254g0010"
"4834","MA_10437184g0010"
"4835","MA_10435929g0010"
"4836","MA_10436124g0010"
"4837","MA_140622g0010"
"4838","MA_63095g0010"
"4839","MA_34035g0010"
"4840","MA_10427227g0030"
"4841","MA_365001g0010"
"4842","MA_75417g0010"
"4843","MA_165342g0010"
"4844","MA_10436322g0010"
"4845","MA_119424g0010"
"4846","MA_10432728g0010"
"4847","MA_10435202g0010"
"4848","MA_35761g0010"
"4849","MA_55439g0010"
"4850","MA_8816169g0010"
"4851","MA_102122g0010"
"4852","MA_102658g0010"
"4853","MA_10307725g0010"
"4854","MA_10380748g0030"
"4855","MA_10427267g0020"
"4856","MA_10428777g0010"
"4857","MA_10428804g0010"
"4858","MA_10433230g0010"
"4859","MA_10433850g0010"
"4860","MA_10434970g0010"
"4861","MA_10436974g0010"
"4862","MA_107869g0010"
"4863","MA_11189g0010"
"4864","MA_123340g0010"
"4865","MA_168088g0010"
"4866","MA_191579g0010"
"4867","MA_34759g0010"
"4868","MA_41664g0010"
"4869","MA_429654g0010"
"4870","MA_46848g0010"
"4871","MA_5g0010"
"4872","MA_83179g0010"
"4873","MA_89965g0010"
"4874","MA_96479g0010"
"4875","MA_10430978g0010"
"4876","MA_10433890g0010"
"4877","MA_10436626g0020"
"4878","MA_12256g0010"
"4879","MA_60192g0010"
"4880","MA_69869g0010"
"4881","MA_887217g0010"
"4882","MA_112679g0010"
"4883","MA_61231g0010"
"4884","MA_10430166g0010"
"4885","MA_10436877g0010"
"4886","MA_10432146g0010"
"4887","MA_166295g0010"
"4888","MA_175574g0010"
"4889","MA_315276g0010"
"4890","MA_36795g0010"
"4891","MA_8687206g0010"
"4892","MA_10427016g0010"
"4893","MA_10432294g0010"
"4894","MA_10432668g0020"
"4895","MA_85917g0010"
"4896","MA_10435837g0010"
"4897","MA_139086g0010"
"4898","MA_102166g0020"
"4899","MA_10343253g0010"
"4900","MA_10426363g0020"
"4901","MA_10433187g0010"
"4902","MA_10433906g0010"
"4903","MA_165833g0010"
"4904","MA_168276g0010"
"4905","MA_93315g0010"
"4906","MA_10431827g0010"
"4907","MA_12190g0010"
"4908","MA_287510g0010"
"4909","MA_56165g0010"
"4910","MA_928022g0010"
"4911","MA_10364621g0010"
"4912","MA_10431598g0010"
"4913","MA_326206g0010"
"4914","MA_75104g0020"
"4915","MA_10429951g0010"
"4916","MA_10234841g0010"
"4917","MA_31648g0010"
"4918","MA_8291g0010"
"4919","MA_10284328g0010"
"4920","MA_10436014g0010"
"4921","MA_131587g0010"
"4922","MA_61217g0010"
"4923","MA_8429g0010"
"4924","MA_5258g0010"
"4925","MA_5342438g0010"
"4926","MA_10427159g0010"
"4927","MA_104501g0010"
"4928","MA_111581g0010"
"4929","MA_10433267g0010"
"4930","MA_10429128g0020"
"4931","MA_595363g0010"
"4932","MA_19208g0010"
"4933","MA_350848g0010"
"4934","MA_185863g0010"
"4935","MA_25647g0020"
"4936","MA_10435749g0010"
"4937","MA_10433000g0020"
"4938","MA_10436751g0010"
"4939","MA_116129g0010"
"4940","MA_143980g0010"
"4941","MA_40811g0010"
"4942","MA_416650g0010"
"4943","MA_174190g0010"
"4944","MA_5769532g0010"
"4945","MA_200509g0010"
"4946","MA_71519g0020"
"4947","MA_129755g0010"
"4948","MA_328847g0010"
"4949","MA_7812317g0010"
"4950","MA_87895g0010"
"4951","MA_15819g0010"
"4952","MA_42312g0010"
"4953","MA_10434373g0010"
"4954","MA_10434656g0020"
"4955","MA_20588g0010"
"4956","MA_436123g0010"
"4957","MA_8734016g0010"
"4958","MA_78908g0010"
"4959","MA_36667g0010"
"4960","MA_18105g0010"
"4961","MA_115421g0010"
"4962","MA_183943g0020"
"4963","MA_10430012g0010"
"4964","MA_10436837g0010"
"4965","MA_118860g0010"
"4966","MA_178473g0010"
"4967","MA_124930g0010"
"4968","MA_64039g0010"
"4969","MA_9365249g0010"
"4970","MA_10427676g0020"
"4971","MA_19707g0010"
"4972","MA_10429620g0010"
"4973","MA_111162g0010"
"4974","MA_20189g0010"
"4975","MA_41168g0010"
"4976","MA_9520615g0010"
"4977","MA_108407g0010"
"4978","MA_10431385g0010"
"4979","MA_13321g0020"
"4980","MA_926746g0010"
"4981","MA_92792g0010"
"4982","MA_10429701g0010"
"4983","MA_31432g0010"
"4984","MA_10433640g0010"
"4985","MA_495935g0010"
"4986","MA_7973655g0010"
"4987","MA_99127g0010"
"4988","MA_10431369g0010"
"4989","MA_84804g0010"
"4990","MA_7378814g0010"
"4991","MA_10436276g0010"
"4992","MA_10437027g0010"
"4993","MA_193687g0010"
"4994","MA_37058g0010"
"4995","MA_6620288g0010"
"4996","MA_9835454g0010"
"4997","MA_10435869g0010"
"4998","MA_208557g0010"
"4999","MA_32067g0010"
"5000","MA_70965g0010"
"5001","MA_945007g0010"
"5002","MA_135250g0020"
"5003","MA_10436477g0010"
"5004","MA_93945g0010"
"5005","MA_100568g0010"
"5006","MA_10426581g0010"
"5007","MA_10436874g0010"
"5008","MA_124869g0010"
"5009","MA_12653g0010"
"5010","MA_137427g0010"
"5011","MA_158232g0010"
"5012","MA_3405g0010"
"5013","MA_396691g0010"
"5014","MA_7232141g0010"
"5015","MA_99854g0010"
"5016","MA_10435748g0020"
"5017","MA_18873g0010"
"5018","MA_50697g0010"
